0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,3,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0
0,0,-3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-2,0,0,7,0,0,0,0,0,0,0,0,0
0,-2,-4,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,-1,0,0,-3,0,0,0,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3
0,0,0,0,0,0,0,5,5,10,0,0,6,0,0,0,5,5,5
2,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,11,0,0,8,1,0,0,0,0,0
0,0,0,0,0,0,0,-3,-5,12,0,0,0,0,0,0,5,10,0
0,0,-4,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,0,0,10,0,0,1,0,0,5
0,0,0,0,0,0,0,0,0,25,0,0,20,0,0,1,0,10,0
2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,2,0,0,3,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,13,0,0,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-5,0,0,30,20,0,0,0,0,0,0,0,0
